"Reporting starts","Reporting ends","Ad set name","Ad set delivery",Impressions,Reach,Frequency,"CPM (cost per 1,000 impressions) (EUR)","Unique link clicks","Unique CTR (link click-through rate)","CPC (cost per link click) (EUR)","3-second video plays","Video plays at 25%","Video plays at 50%","Video plays at 75%","Video plays at 95%","Video plays at 100%","Video average play time","Content views","Cost per content view (EUR)",Leads,"Cost per lead (EUR)",Results,"Result indicator","Cost per results","Amount spent (EUR)","Ad set budget","Ad set budget type","Date created","Last significant edit","Campaign name"
2025-12-08,2025-12-14,"M/F_25-45_ADV+: ad_situazione_particolare",inactive,0,0,0,0,,0,,,,,,,,00:00:00,,,,,,,,0,15,Daily,2025-11-06,0,"Test LDP"
2025-12-08,2025-12-14,"M/F_25-45_ADV+: ad_2",inactive,0,0,0,0,,0,,,,,,,,00:00:00,,,,,,,,0,15,Daily,2025-11-06,0,"Test LDP"
2025-12-08,2025-12-14,"M/F_25-45_ADV+: ad_5",inactive,0,0,0,0,,0,,,,,,,,00:00:00,,,,,,,,0,15,Daily,2025-11-06,0,"Test LDP"
2025-12-08,2025-12-14,"M/F_25-45_ADV+: ad_3",active,17300,14439,1.198144,6.109249,116,0.80338,0.873471,3006,280,184,107,64,51,4,,,12,8.8075,5,conversions:offsite_conversion.fb_pixel_custom.videoask_submitted,21.138,105.69,15,Daily,2025-11-06,0,"Test LDP"
2025-12-08,2025-12-14,"M/F_25-45_ADV+: ad_7",inactive,0,0,0,0,,0,,,,,,,,00:00:00,,,,,,,,0,15,Daily,2025-11-06,0,"Test LDP"
2025-12-08,2025-12-14,"M/F_25-45_ADV+: ad_4",active,8936,6426,1.390601,11.861012,55,0.855898,1.892679,1156,101,59,41,19,17,3,,,9,11.776667,4,conversions:offsite_conversion.fb_pixel_custom.videoask_submitted,26.4975,105.99,15,Daily,2025-11-06,0,"Test LDP"
2025-12-08,2025-12-14,"M/F_25-45_ADV+: ad_6",inactive,0,0,0,0,,0,,,,,,,,00:00:00,,,,,,,,0,15,Daily,2025-11-06,0,"Test LDP"
2025-12-08,2025-12-14,"M/F_25-45_ADV+:  best creative",active,21220,16243,1.306409,3.32328,177,1.0897,0.383261,5687,774,401,284,163,144,5,,,5,14.104,6,conversions:offsite_conversion.fb_pixel_custom.generate_lead,11.75333333,70.52,"Using campaign budget",0,2025-11-10,0,"RET | CBO | 25% VV video lungo > VSL"
2025-12-08,2025-12-14,"M/F_25-45_ADV+: CHIARA_MAZZETTO_+_BODY_VIDEO_AD_3K_AL_MESE_DA_CASA_CON_60_O_90_MINUTI_AL_GIORNO",active,5345,4280,1.248832,19.741815,83,1.939252,1.241412,1957,151,78,52,37,24,6,,,13,8.116923,7,conversions:offsite_conversion.fb_pixel_custom.videoask_submitted,15.07428571,105.52,15,Daily,2025-11-11,0,"Test LDP"
2025-12-08,2025-12-14,"M/F_25-45_ADV+:  best creative",active,238738,185798,1.284933,5.923355,2457,1.322404,0.572754,62368,9600,5034,3441,1764,1431,5,,,199,7.106181,200,conversions:offsite_conversion.fb_pixel_custom.generate_lead,7.07065,1414.13,"Using campaign budget",0,2025-11-12,0,"CBO | cold | scaling"
2025-12-08,2025-12-14,"M/F_25-45_ADV+:  SUSY_-_Vuoi_guadagnare_senza_fare_niente",active,30825,27569,1.118104,3.435848,813,2.948964,0.118071,8697,1754,1258,697,390,188,11,,,146,0.725411,78,conversions:offsite_conversion.fb_pixel_custom.videoask_submitted,1.35782051,105.91,15,Daily,2025-11-19,0,"Test LDP"
2025-12-08,2025-12-14,"M/F_25-45_ADV+:  CENA IN FAMIGLIA",active,10163,7867,1.291852,10.30798,107,1.360112,0.844839,2142,590,276,176,82,72,3,,,7,14.965714,5,conversions:offsite_conversion.fb_pixel_custom.videoask_submitted,20.952,104.76,15,Daily,2025-11-19,0,"Test LDP"
2025-12-08,2025-12-14,"M/F_25-45_ADV+: PERSONE_NON_CREDONO",active,8436,6242,1.35149,12.449028,90,1.441846,1.071633,1263,242,168,110,61,48,3,,,13,8.078462,3,conversions:offsite_conversion.fb_pixel_custom.videoask_submitted,35.00666667,105.02,15,Daily,2025-11-27,0,"Test LDP"
2025-12-08,2025-12-14,"M/F_25-45_ADV+: FORESTA",archived,0,0,0,0,,0,,,,,,,,00:00:00,,,,,,,,0,15,Daily,2025-11-27,0,"Test LDP"
2025-12-08,2025-12-14,"M/F_25-45_ADV+:  FORESTA 2",active,8712,5625,1.5488,12.246327,122,2.168889,0.711267,1840,998,585,230,146,129,5,,,8,13.33625,4,conversions:offsite_conversion.fb_pixel_custom.videoask_submitted,26.6725,106.69,15,Daily,2025-12-03,2025-12-03T23:38:19+0100,"Test LDP"
2025-12-08,2025-12-14,"M/F_25-45_ADV+: ALESSIA URLA A LUCA",active,5559,4370,1.272082,8.285663,40,0.915332,1.096667,1139,144,71,47,33,28,4,,,3,15.353333,3,conversions:offsite_conversion.fb_pixel_custom.videoask_submitted,15.35333333,46.06,15,Daily,2025-12-11,0,"Test LDP"
2025-12-08,2025-12-14,"M/F_25-45_ADV+:  BOX_DOMANDE",inactive,0,0,0,0,,0,,,,,,,,00:00:00,,,,,,,,0,30,Daily,2025-09-20,2025-09-30T02:05:34+0200,"Test LDP"
2025-12-08,2025-12-14,"M/F_25-45_ADV+:  VIDEO_AD_ALESSIA_PASCARELLA_-_LANCIO_2_STORE_N",not_delivering,0,0,0,0,,0,,,,,,,,00:00:00,,,,,,,,0,30,Daily,2025-09-20,2025-09-30T02:13:40+0200,"Test LDP"
2025-12-08,2025-12-14,"M/F_25-45_ADV+:  VIDEO_AD_BREVE_-_SELFIE_N",inactive,0,0,0,0,,0,,,,,,,,00:00:00,,,,,,,,0,15,Daily,2025-09-20,0,"Test LDP"
2025-12-08,2025-12-14,"IG -> DM  - story carousel 1",not_delivering,0,0,0,0,,0,,,,,,,,00:00:00,,,,,,,,0,5,Daily,2025-09-24,2025-09-24T00:31:43+0200,"LDP | social funnel | DM"
2025-12-08,2025-12-14,"IG -> DM  - upload 1",archived,0,0,0,0,,0,,,,,,,,00:00:00,,,,,,,,0,5,Daily,2025-09-24,0,"LDP | social funnel | DM"
2025-12-08,2025-12-14,"IG -> DM  - upload 2",inactive,0,0,0,0,,0,,,,,,,,00:00:00,,,,,,,,0,5,Daily,2025-09-24,2025-09-24T00:31:52+0200,"LDP | social funnel | DM"
2025-12-08,2025-12-14,"IG -> DM  - profile 1",inactive,0,0,0,0,,0,,,,,,,,00:00:00,,,,,,,,0,5,Daily,2025-09-24,2025-09-24T00:31:42+0200,"LDP | social funnel | DM"
2025-12-08,2025-12-14,"IG -> DM  - profile 2",not_delivering,0,0,0,0,,0,,,,,,,,00:00:00,,,,,,,,0,5,Daily,2025-09-24,2025-09-24T00:31:47+0200,"LDP | social funnel | DM"
2025-12-08,2025-12-14,"IG -> DM  - profile 3",inactive,0,0,0,0,,0,,,,,,,,00:00:00,,,,,,,,0,5,Daily,2025-09-24,2025-09-24T00:31:48+0200,"LDP | social funnel | DM"
2025-12-08,2025-12-14,"IG -> profile  - REEL 1",not_delivering,0,0,0,0,,0,,,,,,,,00:00:00,,,,,,,,0,5,Daily,2025-09-24,2025-09-24T00:46:24+0200,"LDP | social funnel | PROFILE VISIT"
2025-12-08,2025-12-14,"IG -> profile  - REEL 2",inactive,0,0,0,0,,0,,,,,,,,00:00:00,,,,,,,,0,5,Daily,2025-09-24,2025-09-24T00:46:19+0200,"LDP | social funnel | PROFILE VISIT"
2025-12-08,2025-12-14,"IG -> profile  - REEL 3",inactive,0,0,0,0,,0,,,,,,,,00:00:00,,,,,,,,0,5,Daily,2025-09-24,2025-09-24T00:46:23+0200,"LDP | social funnel | PROFILE VISIT"
2025-12-08,2025-12-14,"IG -> profile  - REEL 4",inactive,0,0,0,0,,0,,,,,,,,00:00:00,,,,,,,,0,5,Daily,2025-09-24,2025-09-24T00:46:29+0200,"LDP | social funnel | PROFILE VISIT"
2025-12-08,2025-12-14,"IG -> profile  - REEL 5",not_delivering,0,0,0,0,,0,,,,,,,,00:00:00,,,,,,,,0,5,Daily,2025-09-24,2025-09-24T00:46:27+0200,"LDP | social funnel | PROFILE VISIT"
2025-12-08,2025-12-14,"IG -> profile  - REEL 6",inactive,0,0,0,0,,0,,,,,,,,00:00:00,,,,,,,,0,5,Daily,2025-09-24,2025-09-24T00:46:19+0200,"LDP | social funnel | PROFILE VISIT"
2025-12-08,2025-12-14,"IG -> DM  - REEL 2",not_delivering,0,0,0,0,,0,,,,,,,,00:00:00,,,,,,,,0,5,Daily,2025-09-27,0,"LDP | social funnel | DM"
2025-12-08,2025-12-14,"IG -> DM  - REEL 3",inactive,0,0,0,0,,0,,,,,,,,00:00:00,,,,,,,,0,5,Daily,2025-09-27,0,"LDP | social funnel | DM"
2025-12-08,2025-12-14,"IG -> DM  - REEL 1",not_delivering,0,0,0,0,,0,,,,,,,,00:00:00,,,,,,,,0,5,Daily,2025-09-27,0,"LDP | social funnel | DM"
2025-12-08,2025-12-14,"M/F_25-45_ADV+:  HOOK_BRUTTO_BASTARDO_+_BODY_RISPOSTA_COMMENTO_NEGATIVO_1",not_delivering,0,0,0,0,,0,,,,,,,,00:00:00,,,,,,,,0,15,Daily,2025-09-27,0,"Test LDP"
2025-12-08,2025-12-14,"M/F_25-45_ADV+:  BANNED_VARIANT_HOOK_MOLTI_MI_CHIEDONO_BN+_VIDEO_AD_3K_AL_MESE_DA_CASA_CON_60_O_90_MINUTI_AL_GIORNO_V",archived,0,0,0,0,,0,,,,,,,,00:00:00,,,,,,,,0,15,Daily,2025-10-05,0,"Test LDP"
2025-12-08,2025-12-14,"M/F_25-45_ADV+:  BOX_DOMANDE - Copia",inactive,0,0,0,0,,0,,,,,,,,00:00:00,,,,,,,,0,30,Daily,2025-10-15,0,"Test LDP"
2025-12-08,2025-12-14,"M/F_25-45_ADV+: Video_ad_educational",inactive,0,0,0,0,,0,,,,,,,,00:00:00,,,,,,,,0,15,Daily,2025-10-16,0,"Test LDP"
2025-12-08,2025-12-14,"M/F_25-45_ADV+:  VIDEO_AD_ALESSIA_PASCARELLA_+_ANTONIO_MALINGONICO_N - Copy",active,46301,39150,1.182656,4.557785,336,0.858238,0.606408,8890,787,434,362,189,69,4,,,12,17.585833,6,conversions:offsite_conversion.fb_pixel_custom.videoask_submitted,35.17166667,211.03,30,Daily,2025-10-20,2025-10-20T14:01:18+0200,"Test LDP"
2025-12-08,2025-12-14,"M/F_25-45_ADV+: HOOK_NEMMENO_500€SUL_CONTO+_VIDEO_AD_3K_AL_MESE_DA_CASA_CON_60_O_90_MINUTI_AL_GIORNO_V - Copy",active,32403,26921,1.203633,8.714934,316,1.173805,0.855727,10014,769,427,278,148,110,5,,,34,8.305588,20,conversions:offsite_conversion.fb_pixel_custom.videoask_submitted,14.1195,282.39,40,Daily,2025-10-20,2025-10-20T14:01:27+0200,"Test LDP"
2025-12-08,2025-12-14,"M/F_25-45_ADV+: HOOK_MOLTI_MI_CHIEDONO_+_VIDEO_ADV_APP_VERDE - Copy",inactive,0,0,0,0,,0,,,,,,,,00:00:00,,,,,,,,0,15,Daily,2025-10-20,2025-10-20T14:01:17+0200,"Test LDP"
2025-12-08,2025-12-14,"M/F_25-45_ADV+: HOOK_LAVAGNA_+_VIDEO_ADV_APP_VERDE",inactive,0,0,0,0,,0,,,,,,,,00:00:00,,,,,,,,0,15,Daily,2025-09-04,0,"Test LDP"
2025-12-08,2025-12-14,"M/F_25-45_ADV+: HOOK_MAGAZZINIERE_+_VIDEO_ADV_APP_VERDE",archived,0,0,0,0,,0,,,,,,,,00:00:00,,,,,,,,0,15,Daily,2025-09-04,0,"Test LDP"
2025-12-08,2025-12-14,"M/F_25-45_ADV+: HOOK_MOLTI_MI_CHIEDONO_+_VIDEO_ADV_APP_VERDE",not_delivering,0,0,0,0,,0,,,,,,,,00:00:00,,,,,,,,0,15,Daily,2025-09-04,0,"Test LDP"
2025-12-08,2025-12-14,"M/F_25-45_ADV+: HOOK_MOLTI_MI_CHIEDONO_BN_+_VIDEO_ADV_APP_VERDE",archived,0,0,0,0,,0,,,,,,,,00:00:00,,,,,,,,0,15,Daily,2025-09-04,0,"Test LDP"
2025-12-08,2025-12-14,"M/F_25-45_ADV+: HOOK_ALTRO_TIPO_DI_EMERGENZE_+BODY_1_MEDICO",inactive,0,0,0,0,,0,,,,,,,,00:00:00,,,,,,,,0,15,Daily,2025-09-09,0,"Test LDP"
2025-12-08,2025-12-14,"M/F_25-45_ADV+:   HOOK_ALTRO_TIPO_DI_PAZIENTI_+_BODY_1_MEDICO",inactive,0,0,0,0,,0,,,,,,,,00:00:00,,,,,,,,0,15,Daily,2025-09-09,2025-09-09T02:37:35+0200,"Test LDP"
2025-12-08,2025-12-14,"M/F_25-45_ADV+:   HOOK_LA_MIA_SALA_D_ATTESA_+_BODY_1_MEDICO",inactive,0,0,0,0,,0,,,,,,,,00:00:00,,,,,,,,0,15,Daily,2025-09-09,2025-09-09T02:37:31+0200,"Test LDP"
2025-12-08,2025-12-14,"M/F_25-45_ADV+:   HOOK_SITUAZIONE_FINANZIARIA_+_BODY_1_MEDICO",inactive,0,0,0,0,,0,,,,,,,,00:00:00,,,,,,,,0,15,Daily,2025-09-09,2025-09-09T02:37:29+0200,"Test LDP"
2025-12-08,2025-12-14,"M/F_25-45_ADV+:   HOOK_LUCA_VAI_A_CAGARE_+_BODY_RISPOSTA_COMMENTO_NEGATIVO_1",inactive,0,0,0,0,,0,,,,,,,,00:00:00,,,,,,,,0,15,Daily,2025-09-09,2025-09-09T16:46:51+0200,"Test LDP"
2025-12-08,2025-12-14,"M/F_25-45_ADV+:  HOOK_GURU_ONLINE_TRUFFATORI_+_VIDEO_AD_SECONDO_STIPENDIO_CON_60_MINUTI_V",inactive,0,0,0,0,,0,,,,,,,,00:00:00,,,,,,,,0,15,Daily,2025-09-14,0,"Test LDP"
2025-12-08,2025-12-14,"M/F_25-45_ADV+:  HOOK_NON_ACQUISTARE_UN_ALTRO_PRODOTTO_DA_AMAZON_+_VIDEO_AD_SECONDO_STIPENDIO_CON_60_MINUTI_V",inactive,0,0,0,0,,0,,,,,,,,00:00:00,,,,,,,,0,15,Daily,2025-09-14,0,"Test LDP"
2025-12-08,2025-12-14,"M/F_25-45_ADV+:  HOOK_NULLA_DA_PARTE_A_FINE_MESE_+_VIDEO_AD_SECONDO_STIPENDIO_CON_60_MINUTI_V",inactive,0,0,0,0,,0,,,,,,,,00:00:00,,,,,,,,0,15,Daily,2025-09-14,0,"Test LDP"
2025-12-08,2025-12-14,"M/F_25-45_ADV+: HOOK PASSEGGINO + BODY  NEGOZI ONLINE 24H",inactive,0,0,0,0,,0,,,,,,,,00:00:00,,,,,,,,0,15,Daily,2025-09-17,0,"Test LDP"
2025-12-08,2025-12-14,"M/F_25-45_ADV+: HOOK_PASSEGGINO_+_BODY_PORTA_SUL_RETRO",inactive,0,0,0,0,,0,,,,,,,,00:00:00,,,,,,,,0,15,Daily,2025-09-17,0,"Test LDP"
2025-12-08,2025-12-14,"M/F_25-45_ADV+: HOOK_PASSEGGINO_+_BODY-COSTO-DI-UN-FIGLIO",inactive,0,0,0,0,,0,,,,,,,,00:00:00,,,,,,,,0,15,Daily,2025-09-17,0,"Test LDP"
2025-12-08,2025-12-14,"M/F_25-45_ADV+: HOOK_POV_TELEFONO_+_BODY_NEGOZIO-APERTO-H24",inactive,0,0,0,0,,0,,,,,,,,00:00:00,,,,,,,,0,15,Daily,2025-09-17,0,"Test LDP"
2025-12-08,2025-12-14,"M/F_25-45_ADV+: HOOK_POVTELEFONO_+_BODY_COSTO-DI-UN-FIGLIO",inactive,0,0,0,0,,0,,,,,,,,00:00:00,,,,,,,,0,15,Daily,2025-09-17,0,"Test LDP"
2025-12-08,2025-12-14,"M/F_25-45_ADV+: HOOK_POVTELEFONO_+_BODY_PORTA_SUL_RETRO",inactive,0,0,0,0,,0,,,,,,,,00:00:00,,,,,,,,0,15,Daily,2025-09-17,0,"Test LDP"
2025-12-08,2025-12-14,"M/F_25-45_ADV+: HOOK_UN_ALTRO_DI_QUEI_CAZZARI_+_BODY_RISPOSTA_COMMENTO_NEGATIVO_1",inactive,0,0,0,0,,0,,,,,,,,00:00:00,,,,,,,,0,15,Daily,2025-09-17,0,"Test LDP"
2025-12-08,2025-12-14,"M/F_25-45_ADV+: HOOK_VI_RENDE_FELICE_+_BODY_COSTO-DI-UNFIGLIO",inactive,0,0,0,0,,0,,,,,,,,00:00:00,,,,,,,,0,15,Daily,2025-09-17,0,"Test LDP"
2025-12-08,2025-12-14,"M/F_25-45_ADV+: HOOK_VI_RENDE_FELICE_+_BODY_NEGOZI-ONLINE-H24",inactive,0,0,0,0,,0,,,,,,,,00:00:00,,,,,,,,0,15,Daily,2025-09-17,0,"Test LDP"
2025-12-08,2025-12-14,"M/F_25-45_ADV+: HOOK_VI-RENDE-FELICE_+_BODY_PORTA-SUL-RETRO",inactive,0,0,0,0,,0,,,,,,,,00:00:00,,,,,,,,0,15,Daily,2025-09-17,0,"Test LDP"
2025-12-08,2025-12-14,"M/F_25-45_ADV+:  VIDEO_AD_HOOK_VIRALE_SCATOLA_IN_TESTA_H2",inactive,0,0,0,0,,0,,,,,,,,00:00:00,,,,,,,,0,15,Daily,2025-09-20,0,"Test LDP"
2025-12-08,2025-12-14,"M/F_25-45_ADV+:  VIDEO_AD_DIPENDENTI_N",inactive,0,0,0,0,,0,,,,,,,,00:00:00,,,,,,,,0,15,Daily,2025-09-20,0,"Test LDP"
2025-12-08,2025-12-14,"M/F_25-45_ADV+:  VIDEO_AD_ALESSIA_PASCARELLA_+_ANTONIO_MALINGONICO_N",not_delivering,0,0,0,0,,0,,,,,,,,00:00:00,,,,,,,,0,30,Daily,2025-09-20,2025-09-30T02:05:15+0200,"Test LDP"
2025-12-08,2025-12-14,"TEST adset LDP",inactive,0,0,0,0,,0,,,,,,,,00:00:00,,,,,,,,0,100,Daily,2025-08-26,2025-08-26T17:17:23+0200,"Test LDP"
2025-12-08,2025-12-14,"M/F_25-45_ADV+: HOOK_COPIARE_AMAZON_+_VIDEO_AD_SECONDO_STIPENDIO_CON_60_MINUTI_V",inactive,0,0,0,0,,0,,,,,,,,00:00:00,,,,,,,,0,49,Daily,2025-08-27,2025-08-29T18:23:28+0200,"Test LDP"
2025-12-08,2025-12-14,"M/F_25-45_ADV+: HOOK_DATORE_DI_LAVORO_ODIA_QUESTO_TRUCCO_PER_CHAT_GPT_+_VIDEO_AD_SECONDO_STIPENDIO_CON_60_MINUTI_V",not_delivering,0,0,0,0,,0,,,,,,,,00:00:00,,,,,,,,0,30,Daily,2025-08-27,2025-08-27T08:16:15+0200,"Test LDP"
2025-12-08,2025-12-14,"M/F_25-45_ADV+: HOOK QUIZ METODO MIGLIORE + VIDEO AD SECONDO STIPENDIO CON 60 MINUTI_V",inactive,0,0,0,0,,0,,,,,,,,00:00:00,,,,,,,,0,15,Daily,2025-08-27,2025-08-27T08:16:19+0200,"Test LDP"
2025-12-08,2025-12-14,"M/F_25-45_ADV+: VIDEO_AD_POV_-_GIOVANNI_7000€_IN_20_GIORNI_CON_DISPOSITIVO_ANTI_RUSSAMENTO",inactive,0,0,0,0,,0,,,,,,,,00:00:00,,,,,,,,0,15,Daily,2025-08-27,2025-08-27T08:16:16+0200,"Test LDP"
2025-12-08,2025-12-14,"M/F_25-45_ADV+: HOOK_SEGRETO_DIETRO_ORDINE_AMAZON_+_VIDEO_ADS_COPIA_IL_SISTEMA_V",inactive,0,0,0,0,,0,,,,,,,,00:00:00,,,,,,,,0,15,Daily,2025-08-27,2025-08-27T08:16:25+0200,"Test LDP"
2025-12-08,2025-12-14,"M/F_25-45_ADV+:  HOOK_6_ANNI_FA_LAVORAVO_COME_MAGAZZINIERE_+_VIDEO_AD_3K_AL_MESE_DA_CASA_CON_60_O_90_MINUTI_AL_GIORNO_V",inactive,0,0,0,0,,0,,,,,,,,00:00:00,,,,,,,,0,15,Daily,2025-08-27,0,"Test LDP"
2025-12-08,2025-12-14,"M/F_25-45_ADV+: HOOK_1000_O_2000_IN_PIU_AL_MESE_E_TUTTO_CIO_DI_CUI_HAI_BISOGNO_+_VIDEO_AD_3K_AL_MESE_DA_CASA_CON_60_O_90_MINUTI_AL_GIORNO_V",inactive,0,0,0,0,,0,,,,,,,,00:00:00,,,,,,,,0,15,Daily,2025-08-27,0,"Test LDP"
2025-12-08,2025-12-14,"M/F_25-45_ADV+: HOOK_CONTARE_I_CENTESIMI_A_FINE_MESE_+_VIDEO_AD_3K_AL_MESE_DA_CASA_CON_60_O_90_MINUTI_AL_GIORNO_V",inactive,0,0,0,0,,0,,,,,,,,00:00:00,,,,,,,,0,15,Daily,2025-08-27,0,"Test LDP"
2025-12-08,2025-12-14,"M/F_25-45_ADV+: HOOK_DOMANDA_VELOCE_50_O_100_IN_PIU_AL_GIORNO_+_VIDEO_AD_3K_AL_MESE_DA_CASA_CON_60_O_90_MINUTI_AL_GIORNO_V",inactive,0,0,0,0,,0,,,,,,,,00:00:00,,,,,,,,0,15,Daily,2025-08-27,0,"Test LDP"
2025-12-08,2025-12-14,"M/F_25-45_ADV+: HOOK_NEANCHE_10K_SUL_CONTO_+_VIDEO_AD_3K_AL_MESE_DA_CASA_CON_60_O_90_MINUTI_AL_GIORNO_V",inactive,0,0,0,0,,0,,,,,,,,00:00:00,,,,,,,,0,28,Daily,2025-08-27,2025-09-11T23:35:08+0200,"Test LDP"
2025-12-08,2025-12-14,"M/F_25-45_ADV+: HOOK_NEMMENO_500€SUL_CONTO+_VIDEO_AD_3K_AL_MESE_DA_CASA_CON_60_O_90_MINUTI_AL_GIORNO_V",not_delivering,0,0,0,0,,0,,,,,,,,00:00:00,,,,,,,,0,40,Daily,2025-08-27,2025-09-30T02:06:27+0200,"Test LDP"
2025-12-08,2025-12-14,"M/F_25-45_ADV+: HOOK_PORTA_SUL_RETRO_AMAZON_EBAY_+_VIDEO_ADS_COPIA_IL_SISTEMA_V",inactive,0,0,0,0,,0,,,,,,,,00:00:00,,,,,,,,0,15,Daily,2025-08-27,0,"Test LDP"
2025-12-08,2025-12-14,"M/F_25-45_ADV+:  VIDEO_AD_POV_-_54_PERSONE_GUADAGNANO_2500€_OGNI_MESE_CON_UN_PRODOTTO",inactive,0,0,0,0,,0,,,,,,,,00:00:00,,,,,,,,0,15,Daily,2025-08-27,0,"Test LDP"
2025-12-08,2025-12-14,"M/F_25-45_ADV+:  HOOK_60_SECONDI_PER_SPIEGARTI_+_VIDEO_AD_3K_AL_MESE_DA_CASA_CON_60_O_90_MINUTI_AL_GIORNO_V",inactive,0,0,0,0,,0,,,,,,,,00:00:00,,,,,,,,0,40,Daily,2025-08-30,2025-09-30T02:06:41+0200,"Test LDP"
2025-12-08,2025-12-14,"M/F_25-45_ADV+:  HOOK_BIANCO_E_NERO_MOLTI_MI_CHIEDONO_MARCO_MA_COME_SI_FA_A..._+_VIDEO_AD_3K_AL_MESE_DA_CASA_CON_60_O_90_MINUTI_AL_GIORNO_V",not_delivering,0,0,0,0,,0,,,,,,,,00:00:00,,,,,,,,0,29,Daily,2025-08-30,2025-09-03T14:23:17+0200,"Test LDP"
2025-12-08,2025-12-14,"M/F_25-45_ADV+:  HOOK_APP_CHE_TI_GENERA_2_O_3K_AL_MESE_+_VIDEO_AD_3K_AL_MESE_DA_CASA_CON_60_O_90_MINUTI_AL_GIORNO_V",inactive,0,0,0,0,,0,,,,,,,,00:00:00,,,,,,,,0,15,Daily,2025-08-30,0,"Test LDP"
2025-12-08,2025-12-14,"M/F_25-45_ADV+: HOOK_MOLTI_MI_CHIEDONO_MARCO_MA_COME_SI_FA_A..._+_VIDEO_AD_3K_AL_MESE_DA_CASA_CON_60_O_90_MINUTI_AL_GIORNO_V",archived,0,0,0,0,,0,,,,,,,,00:00:00,,,,,,,,0,32,Daily,2025-08-30,0,"Test LDP"
